dialog,act,emotion
"['I think I need a new notebook ... '
 ' Why ? Is there some new , cool computer out on the market ? '
 ' You bet there is . Feast your eyes on this puppy ! '
 "" That's a notebook ? "" ' Believe it ! '
 ' It looks more like a toy , or a cool briefcase ! ']",[1 2 1 2 1 1],[0 0 0 6 4 4]
"['Listen to this . Mary got married . '
 ' Is she really ? I can ’ t believe it ! ' ' Yes . Yesterday . '
 ' Good gracious . That ’ s incredible ! ' ' She married Jerrod . '
 ' You ’ re kidding . ' ' She ’ s going to live in Paris . '
 ' Really ? I ’ m surprised . ']",[1 2 1 1 1 1 1 1],[0 6 0 6 0 6 6 6]
"['All the soldiers in that country are armed to the teeth . '
 "" What's happening in that country ? ""
 ' The neighboring country is threatening their sovereignty with its nuclear bombs . ']",[1 2 1],[0 0 0]
"['Here . Keep the change . ' ' Oh , thank you very much . '
 "" You're welcome . By the way , is there a pay phone near here ? ""
 "" Yes , there's one just on the other side of this building . Do you have any small change ? ""
 ' Yes , I do . Thank you . ']",[3 4 2 2 1],[0 4 0 0 4]
"['Lisa , I am told you did very well in your exam . '
 ' I was the only one who got a strait A in my class . '
 ' Congratulations on your success . ' ' Thank you . ']",[1 1 1 1],[4 4 4 4]
"['Jack , what do you think about the election ? '
 ' I think the campaign is a blockbuster . '
 ' How many people have flung their hats into the ring ? '
 ' Finally 100 candidates ran for one seat . '
 ' Who do you think will be elected ? '
 "" It's hard to say . They all had an active campaign to round up the votes . ""
 ' I think Mr . White would be elected , you know he has spent millions in this campaign and he blasted the opposition in his campaign speech . '
 ' Maybe . Who knows ? ']",[2 1 2 1 2 1 1 1],[0 0 0 0 0 0 0 0]
"[""Hello Gina ! We've spoken so many times on the phone but's it's so good to finally meet you in person ! ""
 ' Hello sir . Good to meet you , too . '
 "" Oh , please don't call me sir . Just call me Jason . ""
 ' Ok , Jason . So how was the flight ? '
 "" Pretty good . There was a bit of turbulence while we were over the Pacific Ocean but it wasn't too bad . The worst thing was the guy behind me . He snored all through the night ! ""
 ' Really ? But you were in first class ! Nobody woke that guy up ? '
 "" The stewardess said it's not company policy to wake people up for any reason . ""
 "" That's terrible ! So you didn't get any sleep ? ""
 "" Not much ... but that's ok ... I'm a night owl anyway . ""
 "" So , aside from visiting our factory and offices , are there any other things you want to accomplish while you're in China ? ""
 "" I'd love to squeeze in a trip to the Great Wall . ""
 "" That's not a problem . We can have a company car take you there . It's only about a two hour drive . ""]",[1 1 1 2 1 2 1 2 1 2 1 1],[4 4 0 0 4 0 0 0 0 0 0 0]
"['What time shall I pick you up ? ' ' How about 6:30 ? '
 "" That'll be fine . See you soon . ""]",[2 3 4],[4 4 4]
"['How are your wedding plans going ? '
 ' Very well . We started organizing everything early to avoid a last minute rush to get things done . '
 ' When will your wedding take place ? '
 "" At ten o'clock on the morning of next Sunday . We have invited all our relatives to the wedding . ""
 ' It will be a large church one . Is your wedding dress ready ? '
 ' Yes , its design is very elaborate and the designer took many weeks to make it . '
 ' You will be very beautiful on your wedding day . ' ' Thank you ! '
 ' Which hotel will the reception be held at ? ' ' The Palace Hotel . '
 "" It's excellent . A friend of mine had her wedding reception there and said it was perfect , though very expensive . ""
 ' It will be expensive , but we think it will be worth . '
 ' I think you made the right decision . ']",[2 1 2 1 2 1 1 1 2 1 1 1 1],[0 4 0 0 0 4 4 4 4 4 4 4 4]
"['You are late . '
 "" I'm sorry , it was too cold , and my car couldn't start . I had one to the garage with the heater . I tried to call you , but you couldn't get connection . ""
 "" Couldn't get connection ? "" ' Yes , your number is out of service . '
 "" Really ? I didn't know . Let me check . You're right . ""
 "" So I couldn't get through . ""
 "" It's a serious problem . I make expecting an important call . The theater is guilty . It supposed to call me this evening , and discuss my play . What were happened if they can't reach me ? ""
 ' Well , the only thing you can do is pay the fee to recover your service . ']",[1 1 2 1 2 1 2 1],[0 5 6 0 6 0 0 0]
"['Do I need a visa ? '
 ' No , I shouldn ’ t think so . But you must take your passport of course . '
 ' Yes , I know . I must get my traveler ’ s check and some foreign currency . '
 ' Yes , you need the traveler ’ s check but you needn ’ t get any foreign currency . You can have my US Dollars , I don ’ t need them . '
 ' Really ? That ’ s very good of you , Helen . But I must get a new suitcase , my old one needs repairing . '
 ' You needn ’ t buy one . You can have mine . '
 ' That ’ s very kind of you , Helen . I hope you don ’ t mind my leaving you like this . I need a holiday . It won ’ t be long . '
 ' Don ’ t be silly , John . I ’ m going with you . It ’ s necessary for me to have a holiday too . ']",[2 1 1 3 4 3 4 1],[0 0 0 0 6 4 4 4]
"['Excuse me , sir . Could you spare a minute ? ' ' Uh , yes . '
 ' Do you go to work by train every day . '
 ' Yes . I commute five days a week by train . '
 ' And would you mind telling us what you think of the rail service ? '
 ' It ’ s really very good . ' ' Why do you say that ? '
 ' Well , trains are frequent and come on time . '
 ' Which train do you catch in the evening ? '
 ' I usually take the five thirty home . ' ' And can you get a seat ? '
 ' No , I usually have to stand . '
 ' Would you agree that the service is fast ? '
 ' Yes , it ’ s reasonably fast but it certainly isn ’ t cheap . Fares have gone up 25 present . ']",[3 4 2 1 2 1 2 1 2 1 2 1 2 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Hello , Julia , I know a party that will begin at midnight . Would you love to go ? '
 "" I'd love to , but my mother asks me to go home before 11:00 every night . She will worry if I get home late . ""
 ' What a pity ! The party is very interesting . '
 ' I have no choice . My mother is always very strict with me . '
 ' Don ’ t complain about it . She is concerned about your safety . '
 "" You're right . Mother's love is the greatest love in the world . ""]",[3 4 1 1 1 1],[4 4 0 0 0 4]
"['Hello , Susan , it ’ s me , An . ' ' Hi , An . How are you ? '
 ' I am fine . I am going swimming this afternoon . Are you coming with me ? '
 ' I am afraid I can ’ t this afternoon . I take my daughter to her tennis class at the club on Wednesday afternoons . '
 ' Maybe I can meet you at the club and we can play tennis together . '
 "" Ok , I'll meet you at the club at two thirty . ""]",[1 2 3 4 3 4],[0 0 4 0 4 4]
"[""What do you think of the lawyer's speech ? ""
 ' He has a glib tongue . Few people can argue him down . '
 "" Don't believe him . He's liar . ""
 ' We cannot expect a man like him to speak the truth . ']",[2 1 1 1],[0 0 0 0]
"['What can I do for you ? '
 ' I am looking for a pair of trousers . Do you have any good ideas ? '
 "" What about jeans ? It's the fashion now . ""
 "" I don't like it . Actually I am looking slacks . ""
 ' Then , how about this ? '
 ' It seems all right . Do you have pantaloons ? ']",[2 2 3 4 3 2],[0 0 0 0 0 0]
"['So , Monica , what do you feel like doing this afternoon ? '
 ' Actually , I had a perfect plan for this afternoon , but it is totally ruined by the sand storm . I woke up this morning and found it was sunny . So I called Lucy and asked her to go shopping with me . We were going to look for a new purse . Now it turned out to be like this . Neither of us wants to go to outside anymore . '
 ' That ’ s too bad . I hate sand storms too . It can be worse than any kind of bad weather . '
 ' What ’ s wrong with climate ? Anyway , I think the sand storm happens more frequently these days than the years before . Can ’ t people do something to stop it ? '
 ' It is not an easy job . The government is working on it . Lots of trees have been planted in the north of the capital . Also , methods of generating rain are being used by the government to fight against the drought . But of course , it will not work overnight . So , have you come out with a new plan for today ? '
 ' My new plan is to wait for the end of the sand storm and clean my apartment . ']",[2 1 1 2 1 1],[0 2 2 2 0 0]
"[""John hasn't got married up to now . ""
 "" Don't you know that he has been carrying a torch for Mary for years ? ""
 ' Really ? Does Mary know that ? ' ' Of course not . '
 ' How silly John is . ']",[1 2 2 1 1],[0 0 6 0 0]
"[""Hello , my name's David Wong . I've ordered a sofa from you last Wednesday . I wonder when it will be delivered today . ""
 "" Let me check ... what's your voucher number ? "" "" It's 45132 . ""
 "" Wait a minute , please---Mr . Wong , I'm terribly sorry . Our delivery truck had an accident today . I'm afraid your sofa won't be delivered until tomorrow . ""]",[1 2 1 1],[0 0 0 5]
"['Do you think I still fashionable in this dress ? '
 ' I think so . Blue is still very fashionable at the moment . '
 ' This style came out last year , though . I like the dress , but I ’ m not sure whether last year ’ s fashions will be same this year . '
 ' I think this kind of dress will stay in fashion for a few more years . People don ’ t change fashions every year . It would be too expensive . '
 ' Yes . Only the top designer try to tell people to change fashion every year , but only rich people can do it . '
 ' There are some real fashion victims who just have to keep totally up-to-date with expensive clothes . '
 ' I wish I could be one of those people , but my budget simply doesn ’ t stretch that far . I have to limit the amount of money I spend on clothes otherwise I would go on a shopping frenzy . '
 ' I know what you mean . The situation will be worse if we marry our boyfriends and have children . The we ’ ll have even less money to spend on fashionable clothes ! ']",[2 1 1 1 1 1 1 1],[0 4 0 0 0 0 0 0]
"['I think that show biz stars have a really easy life . They have lots of money , so they can buy almost anything they want . They ’ re famous , so everyone loves them . '
 ' I think they must have horrible lives . All the paparazzi take photos of them wherever they go and whatever they do . They must get sick of it . '
 ' I bet they love it really . Sure , they complain about it , but that just gets them more publicity , doesn ’ t it ? '
 ' I think that few of the show biz stars want any publicity for themselves . They only want it for their films . '
 ' No way ! They want publicity for themselves , so that they get invited to make more films , go to lots of cocktail parties , and even make albums ! They have such an easy life . They don ’ t even pay for Drin '
 ' Show biz stars have plenty of expenses . That ’ s why they need so much money . They need million of dollars to buy big , seclude houses and wonderful dresses . I bet most show biz stars would prefer to Wea '
 ' I don ’ t understand how you can have any sympathy for show biz stars . They ’ re overpaid , over-ambitious , and over-adored . '
 ' I think you should give them some credit . They ’ re very talented people and they deserve all the money they earn . They even donate money to charity to help people who are less fortunate than themselves '
 ' Come on ! They only do that to get even more publicity for their films and themselves . ']",[1 1 2 1 1 1 1 3 4],[0 0 0 0 1 0 1 0 1]
"[""I'm afraid I can't go to the pictures with you tomorrow . ""
 ' Busy with your work again ? '
 "" Not really . I'm expected to attend a meeting . ""
 "" I'm not at all convinced . Tomorrow is Saturday ! ""]",[1 2 1 1],[5 0 0 1]
"['It ’ s a beautiful day here in New Zealand at the Men ’ s Volleyball world championship . My name is Rick Fields and I ’ m joined by the man with the plan , Bob Copeland . '
 ' Thank you , Rick . We ’ Ve got a very exciting encounter ahead of us today as two powerhouse teams , Brazil and China , face off against each other and try to qualify for the next round . Without a doubt , both teams are in top shape and this will prove to be a competitive match . '
 ' The ref signals the start of the game and here we go . Ribero serves and China quickly receives the ball . Chen bumps it to the setter , and ... a very nice set by Chen ! '
 ' Xu spikes it ! Wow , what a great hit ! The Brazilian blockers anticipated the play and tried to block him but he managed to get the ball in ! '
 ' It ’ s China ’ s service now . What a superb jump serve by Li , oh , and we have a let serve . The ball was coming in fast and almost made it over the net . '
 ' Brazil calls for a time out and we ’ ll be right back , after a short commercial break . ']",[1 1 1 1 1 1],[0 0 0 0 0 0]
